Date (yyyy/mm/dd),Workout,Workout Name,Program Name,Body Weight (KG),Exercise,Sets×Reps,Sets×Time,Top Set (Reps×KG),e1RM (KG),Reps,Volume (KG),Workout Volume (KG),Duration (hours),Start Time (h:mm),End Time (h:mm),Notes,Set 1 (Reps),Set 1 (KG),Set 2 (Reps),Set 2 (KG),Set 3 (Reps),Set 3 (KG),Set 4 (Reps),Set 4 (KG),Set 5 (Reps),Set 5 (KG)
2025/06/17,97,"Workout A","Stronglifts 5×5",74.716,"Barbell Row",5×5,,5×50,61.6,25,1250,3812.5,1.0278,11:36,12:38,"",5,50,5,50,5,50,5,50,5,50
2025/06/21,98,"Workout B","Stronglifts 5×5",74.716,"Squat",5×5,,5×55,67.8,25,1375,2262.5,0.60444,14:07,14:44,"",5,55,5,55,5,55,5,55,5,55
2025/06/21,98,"Workout B","Stronglifts 5×5",74.716,"Overhead Press",5×5,,5×26,32,25,650,2262.5,0.60444,14:07,14:44,"",5,26,5,26,5,26,5,26,5,26
2025/06/21,98,"Workout B","Stronglifts 5×5",74.716,"Deadlift",1×5,,5×47.5,58.5,5,237.5,2262.5,0.60444,14:07,14:44,"",5,47.5,,,,,,,,
2025/06/26,99,"Workout A","Stronglifts 5×5",74.716,"Squat",5×5,,5×57.5,70.9,25,1437.5,4062.5,0.98639,15:16,16:15,"",5,57.5,5,57.5,5,57.5,5,57.5,5,57.5
2025/06/26,99,"Workout A","Stronglifts 5×5",74.716,"Bench Press",5×5,,5×52.5,64.7,25,1312.5,4062.5,0.98639,15:16,16:15,"",5,52.5,5,52.5,5,52.5,5,52.5,5,52.5
2025/06/26,99,"Workout A","Stronglifts 5×5",74.716,"Barbell Row",5×5,,5×52.5,64.7,25,1312.5,4062.5,0.98639,15:16,16:15,"",5,52.5,5,52.5,5,52.5,5,52.5,5,52.5
2025/07/09,100,"Workout B","Stronglifts 5×5",85,"Squat",5×5,,5×50,61.6,25,1250,2250.0,0.75194,12:05,12:50,"",5,50,5,50,5,50,5,50,5,50
2025/07/09,100,"Workout B","Stronglifts 5×5",85,"Overhead Press",5×5,,5×30,36.9,25,750,2250.0,0.75194,12:05,12:50,"",5,30,5,30,5,30,5,30,5,30
2025/07/09,100,"Workout B","Stronglifts 5×5",85,"Deadlift",1×5,,5×50,61.6,5,250,2250.0,0.75194,12:05,12:50,"",5,50,,,,,,,,
2025/07/23,101,"Workout A","Stronglifts 5×5",85,"Squat",5×5,,5×40,49.3,25,1000,3000.0,1.0903,12:47,14:00,"",5,40,5,40,5,40,5,40,5,40
2025/07/23,101,"Workout A","Stronglifts 5×5",85,"Bench Press",5×5,,5×40,49.3,25,1000,3000.0,1.0903,12:47,14:00,"",5,40,5,40,5,40,5,40,5,40
2025/07/23,101,"Workout A","Stronglifts 5×5",85,"Barbell Row",5×5,,5×40,49.3,25,1000,3000.0,1.0903,12:47,14:00,"",5,40,5,40,5,40,5,40,5,40
2025/09/20,102,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×40,49.3,25,1000,2500.0,0.98139,20:32,21:40,"",5,40,5,40,5,40,5,40,5,40
2025/09/20,102,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×30,36.9,25,750,2500.0,0.98139,20:32,21:40,"",5,30,5,30,5,30,5,30,5,30
2025/09/20,102,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×30,36.9,25,750,2500.0,0.98139,20:32,21:40,"",5,30,5,30,5,30,5,30,5,30
2025/09/23,103,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×40,49.3,25,1000,1750.0,0.65667,19:46,20:26,"",5,40,5,40,5,40,5,40,5,40
2025/09/23,103,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×20,24.6,25,500,1750.0,0.65667,19:46,20:26,"",5,20,5,20,5,20,5,20,5,20
2025/09/23,103,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×50,61.6,5,250,1750.0,0.65667,19:46,20:26,"",5,50,,,,,,,,
2025/09/25,104,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×45,55.4,25,1125,2875.0,0.62444,19:28,20:06,"",5,45,5,45,5,45,5,45,5,45
2025/09/25,104,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×35,43.1,25,875,2875.0,0.62444,19:28,20:06,"",5,35,5,35,5,35,5,35,5,35
2025/09/25,104,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×35,43.1,25,875,2875.0,0.62444,19:28,20:06,"",5,35,5,35,5,35,5,35,5,35
2025/09/30,105,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×47.5,58.5,25,1187.5,1975.0,0.72056,20:26,07:13,"",5,47.5,5,47.5,5,47.5,5,47.5,5,47.5
2025/09/30,105,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×21,25.8,25,525,1975.0,0.72056,20:26,07:13,"",5,21,5,21,5,21,5,21,5,21
2025/09/30,105,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×52.5,64.7,5,262.5,1975.0,0.72056,20:26,07:13,"",5,52.5,,,,,,,,
2025/10/02,106,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×50,61.6,25,1250,3125.0,0.85028,20:10,21:01,"",5,50,5,50,5,50,5,50,5,50
2025/10/02,106,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×37.5,46.2,25,937.5,3125.0,0.85028,20:10,21:01,"",5,37.5,5,37.5,5,37.5,5,37.5,5,37.5
2025/10/02,106,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×37.5,46.2,25,937.5,3125.0,0.85028,20:10,21:01,"",5,37.5,5,37.5,5,37.5,5,37.5,5,37.5
2025/10/07,107,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×50,61.6,25,1250,2150.0,0.66333,21:29,22:08,"",5,50,5,50,5,50,5,50,5,50
2025/10/07,107,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×25,30.8,25,625,2150.0,0.66333,21:29,22:08,"",5,25,5,25,5,25,5,25,5,25
2025/10/07,107,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×55,67.8,5,275,2150.0,0.66333,21:29,22:08,"",5,55,,,,,,,,
2025/10/13,108,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×52.5,64.7,25,1312.5,3272.5,0.83944,13:37,14:28,"",5,52.5,5,52.5,5,52.5,5,52.5,5,52.5
2025/10/13,108,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×40,49.3,25,1000,3272.5,0.83944,13:37,14:28,"",5,40,5,40,5,40,5,40,5,40
2025/10/13,108,"Workout A","Stronglifts 5×5",90,"Barbell Row",5/5/5/4/5,,5×40,46.3,24,960,3272.5,0.83944,13:37,14:28,"",5,40,5,40,5,40,4,40,5,40
2025/10/15,109,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×55,67.8,25,1375,2312.5,0.82472,20:08,20:58,"",5,55,5,55,5,55,5,55,5,55
2025/10/15,109,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×26,32,25,650,2312.5,0.82472,20:08,20:58,"",5,26,5,26,5,26,5,26,5,26
2025/10/15,109,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×57.5,70.9,5,287.5,2312.5,0.82472,20:08,20:58,"",5,57.5,,,,,,,,
2025/10/17,110,"Workout A","Stronglifts 5×5",90,"Squat",5×5,,5×57.5,70.9,25,1437.5,3500.0,1.0444,20:55,07:39,"",5,57.5,5,57.5,5,57.5,5,57.5,5,57.5
2025/10/17,110,"Workout A","Stronglifts 5×5",90,"Bench Press",5×5,,5×42.5,52.4,25,1062.5,3500.0,1.0444,20:55,07:39,"",5,42.5,5,42.5,5,42.5,5,42.5,5,42.5
2025/10/17,110,"Workout A","Stronglifts 5×5",90,"Barbell Row",5×5,,5×40,49.3,25,1000,3500.0,1.0444,20:55,07:39,"",5,40,5,40,5,40,5,40,5,40
2025/10/29,111,"Workout B","Stronglifts 5×5",90,"Squat",5×5,,5×50,61.6,25,1250,2125.0,0.60194,20:56,21:32,"",5,50,5,50,5,50,5,50,5,50
2025/10/29,111,"Workout B","Stronglifts 5×5",90,"Overhead Press",5×5,,5×25,30.8,25,625,2125.0,0.60194,20:56,21:32,"",5,25,5,25,5,25,5,25,5,25
2025/10/29,111,"Workout B","Stronglifts 5×5",90,"Deadlift",1×5,,5×50,61.6,5,250,2125.0,0.60194,20:56,21:32,"",5,50,,,,,,,,
